Cód.,Cód. Fab.,Descripción,Rubro,Marca,Stock,Precios con IVA (DOLAR (U$S)),Descripción Detallada,Descripción Larga
19603,PROTECH E,Protector de tension inteligente -p/pequenios electrodomesticos -1 toma -10A -PROtech by TRV (PROTECH E),Ups Y Estabilizadores,Trv,Si,9.51,,"Protector De Tensión TRV - PROTECH E - para proteger: TV Led / Audio / Pequeños Electrodomésticos / Etc.

Protector De Tensión TRV - PROTECH E
Su eficaz circuito electrónico de protección con microprocesador monitorea la tensión de la red eléctrica. Cuando la tensión está por encima o por debajo de los valores de corte, automáticamente desconectará el equipo a proteger, reconectándolo cuando la tensión retorne a valores seguros.
La función tiempo de espera actúa reconectando los equipos con una demora desde el retorno del suministro de la red eléctrica a valores seguros, evitando disturbios eléctricos que se producen en ese instante que dañan el equipo protegido. 
 
PROTECTOR DE TENSIÓN ""PROTECH E"": es adecuado para proteger PC, TV LED/LCD, equipos de audio, microondas, modem, routers, consolas de juego, etc. 
 
Instalación:
Enchufe el protector a un toma corriente de pared, aguarde que el LED NORMAL quede encendido de manera permanente y luego conecte el equipo a proteger en el toma corriente de salida.
Atención: Para desconectar totalmente el protector de la red eléctrica será necesario desenchufarlo del toma corriente, por lo tanto la ficha o la conexión debe estar accesible al usuario.
 
Funcionamiento:
Al enchufar el protector a un toma corriente de pared, se activará la función de espera, la cual retarda la conexión del equipo a proteger a la red eléctrica. El indicador verde, NORMAL/ESPERA, destellara lentamente y a medida que el tiempo de espera se aproxima a la finalización, la frecuencia del destello ira aumentando. Al finalizar el tiempo, el equipo protegido es conectado a la red eléctrica y el indicador verde quedará encendido permanentemente.
Protección por baja tensión: Cuando la tensión de la red eléctrica es menor que el valor Corte por baja tensión, el equipo protegido es desconectado y el LED BAJA, se enciende. Cuando la tensión de entrada sube por encima del valor Corte por baja tensión el LED BAJA se apaga, se activa la función de espera, finalizada la misma se reconectará el equipo protegido.
Protección por alta tensión: Cuando la tensión de la red eléctrica es superior que el valor Corte por alta tensión, el equipo protegido es desconectado y el LED ALTA, se enciende. Cuando la tensión de entrada disminuye por debajo del valor Corte por alta tensión el LED ALTA se apaga, se activa la función de espera, finalizada la misma se reconectará el equipo protegido. 
Considere que el Protector no realiza ninguna corrección al valor de tensión que le provee su compañía eléctrica, ya sea elevarla o reducirla.

Corriente  nominal: 10A
Tensión nominal: 220V
Frecuencia: 50 Hz
Corte por baja tensión: 180V
Corte por alta tensión: 245V
Potencia: 2200W
Protección de picos: 125 Joules
Tiempo de espera: 15 seg.
Ficha: IRAM 2073
Tomacorriente: IRAM 2071
Ancho: 46mm  Largo: 70mm  alto: 55mm
Peso: 67g"
21615,105000008,Protector de tension inteligente -p/pequenios electrodomesticos -1 toma -10A -corte automatico -display -TRV (SMART E),Ups Y Estabilizadores,Trv,Si,12.48,,"Protector inteligente TRV SMART E con display y corte automático para: TV LED / AUDIO / Pequeños electrodomesticos

Protege Todos tus electrodomésticos!!!

La familia SMART está diseñada para proteger dispositivos como TV TRC, LCD, LED, decodificadores de TV equipos audio, reproductores de video, lavarropas, heladeras, freezer y aire acondicionados. El protector incorpora un microprocesador de alta velocidad de respuesta con memoria E2PROM que le permiten guardar los parámetros más comunes del usuario. 

El protector es capaz de medir las variaciones de la tensión de RED eléctrica y luego comparar con parámetros definidos por el usuario y decidir qué tan perjudicial es la variación. Si el valor medido se encuentra fuera de los parámetros especificados como normales desconecta los equipos evitando así que trabajen en condiciones no aptas para su funcionamiento. 

Si la tensión de entrada es menor que el valor fijado como Corte por baja Tensión, los equipos protegidos se desconectan, reconectándose automáticamente cuando la tensión de entrada retorne por encima de dicho valor. 

Cuando la tensión de entrada es mayor que el valor fijado como Corte por Alta Tensión, los equipos protegidos se desconectan, reconectándose automáticamente cuando la tensión de entrada retorne por debajo de dicho valor.

Cuenta también con una protección retardo de conexión lo que permite evitar que los disturbios eléctricos típicos del retorno de la tensión luego del corte, dañen sus equipos.

Corriente  nominal
10A

Potencia
2200W

Tensión nominal
220V

Protección de picos
125 Joules

Frecuencia
50 Hz
	
Ficha
IRAM 2073

Corte por baja tensión
180V ( rango de ajuste 150 - 210V)
	
Tomacorriente
IRAM 2071

Corte por alta tensión
245V (rango de ajuste 230 ? 280V)
	
Ancho:  55mm  Alto: 97mm  largo: 66mm

Tiempo de espera
15 seg. (rango de ajuste 1 ? 999 seg)

Peso: 93 g"
23904,PROJ0060,Proyector -nHD (640 x 360P) -1200 lumenes -usb/hdmi/av -res. maxima 1080P -compacto y portable -control remoto -audio estereo -white -Gadnic Spectacular (PROJ0060),Proyectores,Gadnic,Si,82.0,Proyector nHD (640 x 360P) Res. Maxima 1080P  Compacto y Portable 1200 lumenes Gadnic Spectacular (PROJ0060),"Proyector Gadnic Spectacular 1200 Lúmenes HDMI USB AV Full HD

¡Nuevo Proyector Spectacular by Gadnic!

Este proyector es la combinación perfecta entre potabilidad y utilidad, ideal para transportar o ubicar en cualquier habitación sin ocupar espacio de más Un dispositivo tecnológico ideal para toda la familia, e inclusive para uso profesional 

El proyector Gadnic Spectacular está equipado con múltiples puertos para facilidad de uso, incluyendo HDMI, USB, audio y interfaz AV. Se puede conectar a Fire-Stick, Roku Stick, Chromecast, Tablet/iPad, portátil, MacBook, reproductor de Blu-ray, DVD, etc. 

Potente altavoz integrado que puede ofrecer un sonido claro que satisfará tus necesidades diarias, como jugar video juegos o ver películas. También inspirar a los niños el interés de aprendizaje. Ideal para videos de youtube.

Características
Marca: 	gadnic
Modelo: 	spectacular	
SKU: 	PROJ0060
EAN: 	7799219007612
Brillo De La Imagen		1200 lm	
Resolucion Nativa		640 x 360
 
Especificaciones

    Se puede conectar a Fire-Stick, Roku Stick, Chromecast, Tablet/iPad, portátil, MacBook, reproductor de Blu-ray, DVD, etc
    Memoria RAM: 64 MB
    Memoria interna: 16 MB
    Múltiples puertos: Hdmi, Usb, Audio y Interfaz AV
    Imagen Formatos: JPG/ PNG/ BMP/ JPEG
    Vídeo formatos: 3GP / AVI / FLV / MP4 / MPG / VOB / TS / M2TS / DAT / MKV
    Audio formatos: MP3 / AAC / FLAC / WMA / M4A/ WAV
    Resolución: 640 x 360P, soporta hasta 1080P
    Lúmenes: 1200 lúmenes de brillo
    Fácil configuración y altavoz integrado
    Proyecta un máximo de 150 pulgadas
    Medidas: 15 x 12 x 5,3 [cm] (Largo x Ancho x Alto)
    Diseño compacto y portátil
    50.000 horas de vida útil
    Total de idiomas: 23
    Audio: Estéreo
    Peso: 480g
    Proyección: 40""-150""
    Zoom : Digital 60%-100%
    Potencia : 120W
    Control Remoto Incluido

Garantía: 12 meses

Se entrega con:
    1 x Proyector Gadnic 1200 Lumenes
    1 x Cable HDMI
    1 x Cable Av
    1 x Control
    1 x Manual de usuario"
24573,ESPECI11,Pulverizador de Aceite/Aceto/Salsas -100ml -vidrio reforzado -Cuk by Gadnic Frit 10 (ESPECI11),Bazar y Hogar,Gadnic,Si,4.54,,"Rociador de Aceite Gadnic Spray Pulverizador 100ml

El Spray de Aceite Gadnic es un accesorio esencial para tu cocina, diseñado para facilitar la aplicación uniforme de aceites en tus preparaciones culinarias. Con su diseño elegante y moderno, este spray es tanto funcional como estéticamente agradable.

- Diseño Compacto y Elegante: Con dimensiones de 4x18 cm, es compacto y fácil de manejar, perfecto para cualquier cocina.

- Alta Capacidad: Con una capacidad de 100 ml, es ideal para almacenar suficiente aceite para múltiples usos, reduciendo la necesidad de recargas frecuentes.

- Variedad de Colores: Disponible en colores oro, plata y oro rosa, este spray añade un toque de sofisticación a tu espacio culinario.

- Material de Alta Calidad: Fabricado mediante un proceso de ABS electroplating, garantizando durabilidad y un acabado premium que resiste el desgaste diario. 

Características:
Marca: 	gadnic
Modelo: frit 10	
SKU: ESPECI11
EAN: 7798427510440
Color: Transparente	
Material: Vidrio	
 
Especificaciones:
? Capacidad: 100ml
? Material: Vidrio
? Fácil de recargar
? Apto: Aceite, oliva, Aceto, vinagre, salsas, agua

Garantía: 12 meses

Se entrega con:
    1x Pulverizador de Aceite Gadnic Vidrio 100ml"
23907,UVTRAP04,Raqueta mata moscas/mosquitos/insectos -electrica -malla de seguridad triple -bat. recargable usb -giro 360° -white -Gadnic (UVTRAP04),Accesorios y Gadgets Geeks,Gadnic,Si,15.15,Raqueta mata moscas/mosquitos/insectos Recargable Usb Gadnic (UVTRAP04),"Raqueta Paleta Mata Moscas Mosquitos Recargable Usb dual Trampa insectos

Diseño de carga USB, rápido y conveniente. 
Batería de litio de gran capacidad para una batería de larga duración. 
Seguro y duradero, elimine el problema de la carga frecuente y brinde una experiencia antimosquitos diferente.
Diseñado para la seguridad de los niños.
Equipado con una base para lograr un control de mosquitos de modo dual, liberar ambas manos y estar listo para una vida cómoda.

Características
Marca: 	gadnic
Modelo: 	uvt4040	
SKU: 	UVTRAP04
EAN: 	7427251180658
  
Especificaciones

    Color del producto: Blanco
    Método de control de mosquitos: tipo de descarga eléctrica anti-mosquito
    Método de carga: carga rápida USB
    Tamaño del producto: 43X18X23,2 cm

Garantía: 12 meses

Se entrega con:
    1x Raqueta anti insectos
    1x Cable de carga
    Manual de uso"
23810,NM-RACKET,Raqueta mata moscas/mosquitos/insectos -electrica 3500V -malla de seguridad triple -bat. recargable -Netmak (NM-RACKET),Accesorios y Gadgets Geeks,Netmak,Si,6.7,,"NM-RACKET | Raqueta mata mosquitos

Elimina insectos de forma rápida y efectiva. Esta raqueta eléctrica es la solución perfecta para deshacerte de mosquitos y otros insectos en segundos. práctica, segura y fácil de usar, es ideal para interiores y exteriores. Dile chau a las molestias y disfruta de la tranquilidad que mereces

? Malla de seguridad triple: Protección avanzada para evitar descargas accidentales.
? Eficaz contra mosquitos e insectos: Elimina insectos de manera rápida y efectiva.	
? Batería recargable: Incluye cable de carga rapida USB.
? Potente descarga eléctrica de 3500V: Garantiza una eliminación eficiente de insectos.
? Dimensiones: 52 x 21cm, diseño práctico y ergonómico."
23906,UVTRAP03,Raqueta mata moscas/mosquitos/insectos -electrica 3500V -malla de seguridad triple -bat. recargable usb -white -Gadnic (UVTRAP03),Accesorios y Gadgets Geeks,Gadnic,Si,12.68,,"Raqueta Paleta Gadnic Mata Mosquitos Moscas Recargable Usb

¡Nueva raqueta anti insectos Gadnic!
Diseño ligero y listo para usar. Base separada, de mano, de sobremesa, base antideslizante
Interruptor doble, tres capas de protección.
Frecuencia variable para atraer mosquitos, matar mosquitos automáticamente por la noche.
El 2 en 1 tiene luces de mosquito eléctricas incorporadas y raquetas con una poderosa red de 3500 voltios que mata la mayoría de los vuelos pequeños en un instante.
Nuestras raquetas son ergonómicamente livianas y están diseñadas para brindar comodidad y control.

Características
Marca: 	gadnic
Modelo: 	uvt3030	
SKU: 	UVTRAP03
EAN: 	7427251554596
  
Especificaciones

    Color del producto: blanco.
    Tamaño del producto: 310X160mm
    Interfaz de entrada: USB

Garantía: 12 meses

Se entrega con:
    1x Raqueta antimosquitos
    1x Cable de carga
    Manual de uso"
17553,NM-BT22,Receptor de sonido p/bluetooth -miniplug 3.5 -manos libres -ideal p/auto -black -Netmak (NM-BT22),Conectividad Ir Y Bluetooth,Netmak,Si,3.32,,"RECEPTOR DE AUDIO BLUETOOTH - MANOS LIBRES IDEAL PARA AUTOMOVIL

Versión BT: V3.0 + EDR
Batería recargable.
Función modo reposo para ahorrar energía.
Compatible con Android e IOS.
Micrófono incorporado.
Incluye cable Mini USB de carga y adaptador mini plug 3.5"
18336,NM-BT6,Receptor de sonido p/bluetooth -miniplug 3.5 -manos libres -ideal p/auto -black -Netmak (NM-BT6),Conectividad Ir Y Bluetooth,Netmak,Si,3.16,,"NM-BT6
Receptor de Audio Bluetooth

Convierte tus auriculares, el parlante o el estéreo de tu auto en un dispositivo BT.

Con este receptor de audio podrás reproducir tu música favorita sin cables desde tu Smartphone. 

Incluye micrófono y función manos libres para contestar llamadas.

Características:

- Dispositivo manos libres
- Tecnología de cancelación de Eco y supresión (CVC)
- Función de memoria de apagado automático.
- Entrada de audio de acceso directo
- Alcance 10m
- Fácil de utilizar, no requiere drivers (Plug&Play)"
24330,FREIAC01,Recipiente antiadherente p/freidora de aire/horno/microonda -silicona -gray -Cuk by Gadnic (FREIAC01),Bazar y Hogar,Gadnic,Si,12.78,,"Introducimos la revolución en la cocina con la bandeja de silicona antiadherente Gadnic. Diseñada para elevar tus habilidades culinarias en freidoras de aire, horno y microondas, esta versátil bandeja es la solución definitiva para una cocción sin complicaciones y sin pegajosos residuos. Con Gadnic, disfrutarás de la perfección culinaria en cada plato, gracias a su tecnología de vanguardia que garantiza una distribución uniforme del calor y una limpieza sin esfuerzo.
¡Descubre un nuevo mundo de sabores y comodidad con la bandeja de silicona Gadnic!

Características
Marca:	gadnic
Línea:	cuk
SKU:	FREIAC01
EAN:	7427255320708

Especificaciones
Material: Silicona
Resistencia de temperatura: -20 a 220.
Adecuado para: freidora de aire, horno, microondas, etc.

Garantía: 12 meses

Se entrega con:
1x Bandeja de Silicona Gadnic"
23165,REF-55CW-B2,Reflector 108 LED blanco frío 6500k -100w -8500 lumenes -exterior -IP65 -vidrio templado - aluminio -black -Demasled (REF-55CW-B2),Iluminacion,Demasled,Si,17.91,,"Código: REF-55CW-B2

Consumo de Potencia 	100 W
Intensidad de Corriente 	435 mA
Tensión de Entrada 	220-240 Vac
Color 	Blanco Frío  
CCT 	6000-6500 ºK
CRI 	>70 Ra
Flujo Lumínico 	8500 lm
Eficiencia Lumínica 	85 lm/W
Apertura del Haz 	>100 °
Cantidad de LEDs 	108 LEDs
Dimerizable? 	No  
Factor de Potencia 	0.9  
Frecuencia 	50/60 Hz
Grado de Protección IP 	IP65  
Uso 	Exterior  
Temperatura de Trabajo 	-40 ~ 50 °C
Clase 	I  
Instalación 	Superficie  
Ajustable? 	Si  
Color de Carcasa 	Negro  
Material 	Aluminio  
Protección 	Vidrio  
Soporte para Tornillos? 	Si  
Cover 	Transparente  
Switch ON / OFF? 	No  
Con interruptor? 	No  
Sup. Proyectada al viento 	0.1 m²
Tipo de Conexión 	Cables  
Color de Cable 	Azul(N)-Marrón(L)-Verde/Amarillo(Ground)  
Altura Máxima de Montaje 	6 m
Largo 	287 mm
Ancho 	232 mm
Alto 	32 mm
Certificación 	RoHS | CE | CST  
Vida Útil 	25000 h


¡Perfecto para la iluminación de exteriores! Seguro y con vidrio templado de trasmitancia de luz extremadamente alta, caja de fundición a presión de aleación de aluminio, vida útil de 30.000 horas, no requiere mantenimiento ? solo instale y disfrute de luz brillante y consistente por muchos años.

Aplicaciones versátiles! Ampliamente utilizado en jardines, estatuas, estacionamientos, carteleras, estadios, plazas, centros deportivos, casas privadas, almacenes, muelles, puertos, sitios de construcción, fábricas, etc.


 IMPORTANTE: Siempre conectar el cable de tierra.
 

Datos de interés:
 Ahorro de energía: Este reflector de 100W puede reemplazar un reflector incandescente de 500W. Nuestro reflector LED es más brillante que los tradicionales, obtén más brillo con menos consumo de energía. 

 A prueba de agua: La clasificación a prueba de agua IP65 asegura que el reflector no cederá ante los elementos. No importa e clima, este reflector puede manejarlo.

 Refrigeración eficiente y larga vida útil: Este reflector está diseñado con un disipador de calor tipo aleta, lo que significa que actúa como radiador para disipar el calor. Su larga vida reduce la necesidad de reemplazar las luces con frecuencia.  Ahorre el trabajo de reemplazar bombillas con una corta vida útil.

Super Brillante: Trae la mejor y más brillante iluminación a tus espacios con un increíble minimo consumo de energía de 100W. Ilumina los rincones más oscuros de tu espacio de trabajo! 8.500 lumens de un blanco frio (6.500°K) luminoso. Suficientemente brillante para satisfacer todas sus necesidades de iluminación. Sin sombra ni resplandor.

Amigable con el medio ambiente: Sin plomo y mercurio, sin emisiones peligrosas. Sin UV o radiación IR,  no daña el medio ambiente ni la salud.

Caracasteristicas:
? Montaje universal: Soporte de montaje de metal ajustable. Puede montarse en el techo, en la pared y en el suelo, suficientemente flexible como para satisfacer tus necesidad de iluminación y fácil de instalar.

? Amplio ángulo de apertura: Con un ángulo de apertura de 100°, proporcionándole un amplio rango de iluminación.

? Tiempo de inicio: Encendido instantáneo (halógeno: hasta 30 segundos para alcanzar el brillo máximo).

? Calidad Superior: Vamos más allá de certificaciones básicas y productos de ingeniería que están certificados para una amplia gama de aplicaciones para ayudar a pasar las inspecciones de campo.

 
Nota:
? Cuando instale el reflector LED, asegúrese de apagar el disyuntor para evitar electrocución.

? No mire directamente a la luz, esto puede causar daño en os ojos.

?  Enviado seguro en caja grande resistente con espuma."
24350,REFL100W,Reflector 108 LED blanco frío 6500k -100w -exterior/interior -IP65 -pet -black -Gadnic RL100 (REFL100W),Iluminacion,Gadnic,Si,12.63,,"El reflector LED, es un producto de lo más usado para iluminar patios, canchas de fútbol, etc; aportando total seguridad por su gran potencia, contribuyendo de gran manera con su bajo consumo y ahorro de energía, haciéndolo útil y económico.

Características
Marca:	gadnic
Modelo:	rl100
SKU:	REFL100W
EAN:	7427250810945

Especificaciones
Reflector Exterior/Interior
A prueba de Agua: Sí IP65
Luz Led Blanco 6500 K
Cantidad de leds: 108 Led
Potencia: 100W
Corriente: 220 - 240 V
Vida Util: 15000 Hs
Material: Pet
Rango de Temperatura de Trabajo: -40C +45C
Color: Negro
Dimensiones: 25.6 x 3.8 x 19.5 Cm
Peso: 827 Gr

Garantía: 12 meses

Se entrega con:
1 x Reflector Led Gadnic de 100 W"
24024,PROYSOL8,Reflector 140 LED Solar -blanco frío 6500k -100w -exterior -IP65 -sensor de movimiento -bat. litio 10000 mAH -black -Gadnic S-LIGHT8 (PROYSOL8),Iluminacion,Gadnic,Si,59.91,Reflector Solar Led 100w Gadnic S-LIGHT8 Con Sensor de Movimiento Para Exterior,"Al poseer tecnología LED y carga Solar el ahorro de energía es máximo y garantiza una larga vida útil del reflector. No causa radiación UV o IR. Con una autonomía de 13 horas por carga, iluminará toda la noche.

Es ideal para exteriores en la vía pública, hogares, patios, hoteles, cabinas, comercios, parques, playas de estacionamiento, etc. Es impermeable y soporta lluvias, tormentas y nieve.


Especificaciones

Potencia: 100W de potencia
Horas por Carga: 13 horas
Perlas de la lámpara: 140 perlas
Perlas: SMD de alto brillo
Sensor de Movimiento: Sí
Panel solar: 6V10W policristalino
Batería: fosfato de hierro y litio
Capacidad de la batería: 10000ma
A prueba de agua: Sí
Con Control Remoto: Sí
Función: control de tiempo de inducción + control de tiempo de control remoto
Tamaño del cuerpo de la lámpara: 520 mm x 235 mm x 58 mm

Garantía: 12 meses
Se entrega con:
1 x Reflector Solar
1 x Control Remoto"
23188,REF-56CW-B4,Reflector 162 LED blanco frío 6500k -150w -12750 lumenes -exterior -IP65 -vidrio templado - aluminio -black -Demasled (REF-56CW-B4),Iluminacion,Demasled,Si,25.91,,"Código: REF-56CW-B3

Consumo de Potencia 	150 W
Intensidad de Corriente 	685 mA
Tensión de Entrada 	185-265 Vac
Color 	Blanco Frío  
CCT 	6000-6500 ºK
CRI 	>70 Ra
Flujo Lumínico 	12750 lm
Eficiencia Lumínica 	85 lm/W
Apertura del Haz 	>100 °
Cantidad de LEDs 	162 LEDs
Dimerizable? 	No  
Factor de Potencia 	0.9  
Frecuencia 	50/60 Hz
Grado de Protección IP 	IP65  
Uso 	Exterior  
Temperatura de Trabajo 	-40 ~ 50 °C
Clase 	I  
Instalación 	Superficie  
Ajustable? 	Si  
Color de Carcasa 	Negro  
Material 	Aluminio  
Protección 	Vidrio  
Soporte para Tornillos? 	Si  
Cover 	Transparente  
Switch ON / OFF? 	No  
Con interruptor? 	No  
Sup. Proyectada al viento 	0.1 m²
Tipo de Conexión 	Cables  
Color de Cable 	Azul(N)-Marrón(L)-Verde/Amarillo(Ground)  
Altura Máxima de Montaje 	6 m
Largo 	327 mm
Ancho 	273 mm
Alto 	30 mm
Peso 	1.6 Kg
Certificación 	RoHS | CE | CST  
Vida Útil 	25000 h




¡Perfecto para la iluminación de exteriores! Seguro y con vidrio templado de trasmitancia de luz extremadamente alta, caja de fundición a presión de aleación de aluminio, vida útil de 50.000 horas, no requiere mantenimiento ? solo instale y disfrute de luz brillante y consistente por muchos años.

Aplicaciones versátiles! Ampliamente utilizado en jardines, estatuas, estacionamientos, carteleras, estadios, plazas, centros deportivos, casas privadas, almacenes, muelles, puertos, sitios de construcción, fábricas, etc.

- IMPORTANTE: Siempre conectar el cable de tierra.

Datos de interés:
- Ahorro de energía: Este reflector de 150W puede reemplazar un reflector incandescente de 1350W. Nuestro reflector LED es más brillante que los tradicionales, obtén más brillo con menos consumo de energía. 
- A prueba de agua: La clasificación a prueba de agua IP65 asegura que el reflector no cederá ante los elementos. No importa e clima, este reflector puede manejarlo.
- Refrigeración eficiente y larga vida útil: Este reflector está diseñado con un disipador de calor tipo aleta, lo que significa que actúa como radiador para disipar el calor. Su larga vida reduce la necesidad de reemplazar las luces con frecuencia.  Ahorre el trabajo de reemplazar bombillas con una corta vida útil.
-Super Brillante: Trae la mejor y más brillante iluminación a tus espacios con un increíble minimo consumo de energía de 150W. Ilumina los rincones más oscuros de tu espacio de trabajo! 12750 lumens de un luminoso blanco frio. Suficientemente brillante para satisfacer todas sus necesidades de iluminación. Sin sombra ni resplandor.
-Amigable con el medio ambiente: Sin plomo y mercurio, sin emisiones peligrosas. Sin UV o radiación IR,  no daña el medio ambiente ni la salud.

Caracteristicas:
? Montaje universal: Soporte de montaje de metal ajustable. Puede montarse en el techo, en la pared y en el suelo, suficientemente flexible como para satisfacer tus necesidad de iluminación y fácil de instalar.

? Amplio ángulo de apertura: Con un ángulo de apertura de 100°, proporcionándole un amplio rango de iluminación.

? Tiempo de inicio: Encendido instantáneo (halógeno: hasta 30 segundos para alcanzar el brillo máximo).

? Calidad Superior: Vamos más allá de certificaciones básicas y productos de ingeniería que están certificados para una amplia gama de aplicaciones para ayudar a pasar las inspecciones de campo.

Nota:  
? Cuando instale el reflector LED, asegúrese de apagar el disyuntor para evitar electrocución.

? No mire directamente a la luz, esto puede causar daño en os ojos.

?  Enviado seguro en caja grande resistente con espuma."
